ID,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
4673,KhaDarel Hodge,CLE,25,WR,2020,9,0,17,11,64.70%,180,16.4,0,11,64.7,42,10.6,1.2,20,0,HodgKh00
4674,Kenny Stills,HOU,28,WR,2020,10,0,19,11,57.90%,144,13.1,1,8,42.1,24,7.6,1.1,14.4,0,StilKe00
4675,DeMichael Harris,IND,22,WR,2020,7,0,10,10,100.00%,79,7.9,0,3,70,21,7.9,1.4,11.3,0,HarrDe09
4676,John Hightower,PHI,24,WR,2020,13,4,29,10,34.50%,167,16.7,0,5,27.6,59,5.8,0.8,12.8,0,HighJo00
4677,Trent Taylor,SFO,26,WR,2020,12,1,21,10,47.60%,86,8.6,0,5,28.6,29,4.1,0.8,7.2,0,TaylTr02
4678,Malcolm Perry,MIA,23,WR,2020,9,2,13,9,69.20%,92,10.2,1,4,61.5,25,7.1,1,10.2,1,PerrMa00
4679,Kalif Raymond,TEN,26,WR,2020,15,3,15,9,60.00%,187,20.8,0,7,53.3,61,12.5,0.6,12.5,0,RaymKa00
4680,Geoff Swaim,TEN,27,WR,2020,10,8,12,9,75.00%,83,9.2,1,6,58.3,16,6.9,0.9,8.3,0,SwaiGe00
4681,Taysom Hill,NOR,30,WR,2020,16,8,12,8,66.70%,98,12.3,1,4,33.3,21,8.2,0.5,6.1,10,HillTa00
4682,Austin Mack,NYG,23,WR,2020,11,1,11,7,63.60%,91,13,0,5,54.5,50,8.3,0.6,8.3,0,MackAu01
4683,Jaydon Mickens,TAM,26,WR,2020,10,0,10,7,70.00%,58,8.3,0,6,60,11,5.8,0.7,5.8,0,MickJa01
4684,Equanimeous St. Brown,GNB,24,WR,2020,12,1,13,7,53.80%,117,16.7,1,6,53.8,24,9,0.6,9.8,0,St.BEq00
4685,Quez Watkins,PHI,22,WR,2020,6,0,13,7,53.80%,106,15.1,1,4,30.8,43,8.2,1.2,17.7,0,WatkQu00
4686,Justin Watson,TAM,24,WR,2020,11,2,11,7,63.60%,94,13.4,0,5,63.6,36,8.5,0.6,8.5,0,WatsJu01
4687,Dez Bryant,BAL,32,WR,2020,6,0,11,6,54.50%,47,7.8,2,3,54.5,16,4.3,1,7.8,0,BryaDe01
4688,Parris Campbell,IND,23,WR,2020,2,2,9,6,66.70%,71,11.8,0,4,44.4,21,7.9,3,35.5,0,CampPa00
4689,Tyrie Cleveland,DEN,23,WR,2020,10,0,9,6,66.70%,63,10.5,0,4,55.6,17,7,0.6,6.3,0,ClevTy00
4690,River Cracraft,SFO,26,WR,2020,9,1,9,6,66.70%,41,6.8,0,2,33.3,12,4.6,0.7,4.6,0,CracRi00
4691,Alshon Jeffery,PHI,30,WR,2020,7,2,13,6,46.20%,115,19.2,1,5,38.5,39,8.8,0.9,16.4,0,JeffAl00
4692,Laquon Treadwell,ATL,25,WR,2020,5,0,7,6,85.70%,49,8.2,2,4,85.7,14,7,1.2,9.8,0,TreaLa00
4693,Javon Wims,CHI,26,WR,2020,13,1,12,6,50.00%,48,8,1,4,41.7,13,4,0.5,3.7,0,WimsJa00
4694,Tavon Austin,GNB,30,WR,2020,4,0,5,5,100.00%,20,4,0,1,60,7,4,1.3,5,1,AustTa00
4695,Ja'Marcus Bradley,CLE,24,WR,2020,3,1,11,5,45.50%,60,12,0,2,36.4,22,5.5,1.7,20,0,BradJa01
4696,Pharoh Cooper,CAR,25,WR,2020,16,1,8,5,62.50%,73,14.6,0,3,50,32,9.1,0.3,4.6,1,CoopPh00
4697,Steven Mitchell,HOU,26,WR,2020,6,1,8,5,62.50%,60,12,0,3,37.5,20,7.5,0.8,10,0,MitcSt02
4698,Gunner Olszewski,NWE,24,WR,2020,13,2,5,5,100.00%,62,12.4,1,3,60,38,12.4,0.4,4.8,1,OlszGu00
4699,Darrius Shepherd,GNB,25,WR,2020,8,0,8,5,62.50%,46,9.2,0,1,37.5,19,5.8,0.6,5.8,1,ShepDa00
4700,Trent Sherfield,ARI,24,WR,2020,15,1,7,5,71.40%,50,10,0,2,28.6,26,7.1,0.3,3.3,0,SherTr00
4701,Malik Taylor,GNB,25,WR,2020,15,1,6,5,83.30%,66,13.2,1,4,83.3,26,11,0.3,4.4,0,TaylMa01
4702,JJ Arcega-Whiteside,PHI,24,WR,2020,8,0,8,4,50.00%,85,21.3,0,4,50,37,10.6,0.5,10.6,0,ArceJJ00
4703,Juwan Johnson,NOR,24,WR,2020,7,4,10,4,40.00%,39,9.8,0,3,30,19,3.9,0.6,5.6,0,JohnJu02
4704,Josh Malone,NYJ,24,WR,2020,4,0,6,4,66.70%,16,4,0,1,16.7,13,2.7,1,4,0,MaloJo00
4705,Dante Pettis,2TM,25,WR,2020,7,1,6,4,66.70%,76,19,1,3,50,33,12.7,0.6,10.9,1,PettDa00
4706,Damion Ratley,NYG,25,WR,2020,5,0,10,4,40.00%,63,15.8,0,2,40,29,6.3,0.8,12.6,1,RatlDa00
4707,Riley Ridley,CHI,24,WR,2020,5,1,4,4,100.00%,39,9.8,0,3,100,18,9.8,0.8,7.8,0,RidlRi00
4708,Andre Roberts,BUF,32,WR,2020,15,0,5,4,80.00%,34,8.5,0,2,60,16,6.8,0.3,2.3,3,RobeAn00
4709,Seth Roberts,CAR,29,WR,2020,7,1,6,4,66.70%,31,7.8,0,2,50,12,5.2,0.6,4.4,0,RobeSe00
4710,Deontay Burnett,PHI,23,WR,2020,2,0,4,3,75.00%,19,6.3,0,1,50,10,4.8,1.5,9.5,0,BurnDe00
4711,Austin Carr,NOR,27,WR,2020,6,0,4,3,75.00%,27,9,1,3,75,11,6.8,0.5,4.5,0,CarrAu00
4712,Ashton Dulin,IND,23,WR,2020,13,0,6,3,50.00%,53,17.7,0,2,50,34,8.8,0.2,4.1,1,DuliAs00
4713,Ted Ginn Jr.,CHI,35,WR,2020,6,0,6,3,50.00%,40,13.3,0,1,33.3,29,6.7,0.5,6.7,1,GinnTe00
4714,Terry Godwin,JAX,24,WR,2020,3,0,6,3,50.00%,32,10.7,0,2,50,21,5.3,1,10.7,0,GodwTe00
4715,Lil'Jordan Humphrey,NOR,22,WR,2020,3,1,5,3,60.00%,46,15.3,1,3,60,17,9.2,1,15.3,0,HumpLi01
4716,Ty Montgomery,NOR,27,WR,2020,6,1,6,3,50.00%,27,9,0,1,16.7,17,4.5,0.5,4.5,0,MontTy01
4717,Diontae Spencer,DEN,28,WR,2020,11,0,6,3,50.00%,26,8.7,0,1,50,10,4.3,0.3,2.4,2,SpenDi00
4718,Courtland Sutton,DEN,25,WR,2020,1,1,6,3,50.00%,66,22,0,2,33.3,45,11,3,66,0,SuttCo00
4719,Nick Westbrook-Ikhine,TEN,23,WR,2020,14,1,8,3,37.50%,33,11,0,3,25,19,4.1,0.2,2.4,0,WestNi00
4720,Brandon Zylstra,CAR,27,WR,2020,16,2,4,3,75.00%,35,11.7,0,3,50,28,8.8,0.2,2.2,0,ZylsBr00
4721,Daniel Brown,NYJ,28,WR,2020,16,1,2,2,100.00%,31,15.5,0,2,100,18,15.5,0.1,1.9,0,BrowDa04
4722,Lawrence Cager,NYJ,23,WR,2020,2,1,6,2,33.30%,35,17.5,0,2,33.3,19,5.8,1,17.5,0,CageLa01
4723,Antonio Callaway,MIA,23,WR,2020,5,1,4,2,50.00%,20,10,0,1,50,13,5,0.4,4,0,CallAn00
4724,Robert Foster,WAS,26,WR,2020,4,2,6,2,33.30%,37,18.5,0,2,33.3,28,6.2,0.5,9.3,0,FostRo01
4725,Daurice Fountain,IND,25,WR,2020,5,0,3,2,66.70%,23,11.5,0,2,66.7,12,7.7,0.4,4.6,0,FounDa00
4726,Bennie Fowler,NOR,29,WR,2020,5,0,6,2,33.30%,11,5.5,0,1,16.7,7,1.8,0.4,2.2,0,FowlBe00
4727,John Ross,CIN,25,WR,2020,3,1,7,2,28.60%,17,8.5,0,1,14.3,15,2.4,0.7,5.7,0,RossJo00
4728,Isaiah Zuber,NWE,23,WR,2020,4,0,2,2,100.00%,29,14.5,0,1,50,16,14.5,0.5,7.3,0,ZubeIs00
4729,DeAndre Carter,2TM,27,WR,2020,13,0,2,1,50.00%,8,8,0,0,50,8,4,0.1,0.6,2,CartDe02
4730,Gehrig Dieter,KAN,27,WR,2020,4,0,2,1,50.00%,10,10,0,1,50,10,5,0.3,2.5,0,DietGe00
4731,D.J. Foster,ARI,27,WR,2020,10,0,1,1,100.00%,7,7,0,1,100,7,7,0.1,0.7,0,FostD.01
4732,Antonio Gandy-Golden,WAS,22,WR,2020,6,2,7,1,14.30%,3,3,0,0,0,3,0.4,0.2,0.5,0,GandAn00
4733,Penny Hart,SEA,24,WR,2020,13,0,1,1,100.00%,3,3,0,0,0,3,3,0.1,0.2,0,HartPe01
4734,Cody Hollister,TEN,27,WR,2020,2,0,1,1,100.00%,12,12,0,1,100,12,12,0.5,6,0,HollCo00
4735,Trenton Irwin,CIN,25,WR,2020,1,0,2,1,50.00%,5,5,0,0,50,5,2.5,1,5,0,IrwiTr00
4736,Marcus Kemp,2TM,25,WR,2020,11,0,1,1,100.00%,11,11,0,1,100,11,11,0.1,1,0,KempMa00
4737,Keith Kirkwood,CAR,26,WR,2020,1,0,2,1,50.00%,13,13,0,0,0,13,6.5,1,13,0,KirkKe00
4738,Jake Kumerow,BUF,28,WR,2020,6,0,1,1,100.00%,22,22,1,1,100,22,22,0.2,3.7,0,KumeJa00
4739,Tommylee Lewis,NOR,28,WR,2020,5,0,3,1,33.30%,5,5,0,0,0,5,1.7,0.2,1,0,LewiTo00
4740,Donte Moncrief,NWE,27,WR,2020,6,0,2,1,50.00%,15,15,0,1,50,15,7.5,0.2,2.5,0,MoncDo00
4741,James Proche,BAL,24,WR,2020,14,0,3,1,33.30%,14,14,0,1,33.3,14,4.7,0.1,1,0,ProcJa00
4742,Jaleel Scott,NYJ,25,WR,2020,1,1,1,1,100.00%,16,16,0,1,100,16,16,1,16,0,ScotJa02
4743,Vyncint Smith,NYJ,24,WR,2020,7,0,3,1,33.30%,13,13,0,1,33.3,13,4.3,0.1,1.9,0,SmitVy00
4744,Dede Westbrook,JAX,27,WR,2020,2,0,1,1,100.00%,4,4,0,0,100,4,4,0.5,2,1,WestDe00
4745,Jeff Badet,WAS,26,WR,2020,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,,BadeJe00
4746,Hakeem Butler,PHI,24,WR,2020,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,,ButlHa00
4747,Cyril Grayson,TAM,27,WR,2020,3,0,3,0,0.00%,0,,0,0,0,0,0,0,0,0,GrayCy01
4748,Joe Reed,LAC,22,WR,2020,11,0,1,0,0.00%,0,,0,0,0,0,0,0,0,0,ReedJo03
4749,Ricky Seals-Jones,KAN,25,WR,2020,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,,SealRi00
4750,Tajae Sharpe,MIN,26,WR,2020,4,0,3,0,0.00%,0,,0,0,0,0,0,0,0,,SharTa00
4751,Taywan Taylor,CLE,25,WR,2020,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,,TaylTa00
4752,Cooper Kupp,LAR,28,WR,2021,17,17,191,145,75.90%,1947,13.4,16,89,63.4,59,10.2,8.5,114.5,0,KuppCo00
4753,Davante Adams,GNB,29,WR,2021,16,16,169,123,72.80%,1553,12.6,11,84,59.8,59,9.2,7.7,97.1,0,AdamDa01
4754,Tyreek Hill,KAN,27,WR,2021,17,16,159,111,69.80%,1239,11.2,9,75,61.6,75,7.8,6.5,72.9,2,HillTy00
4755,Justin Jefferson,MIN,22,WR,2021,17,17,167,108,64.70%,1616,15,10,75,55.7,56,9.7,6.4,95.1,1,JeffJu00
4756,Diontae Johnson,PIT,25,WR,2021,16,14,169,107,63.30%,1161,10.9,8,59,47.3,50,6.9,6.7,72.6,2,JohnDi01
4757,Keenan Allen,LAC,29,WR,2021,16,16,157,106,67.50%,1138,10.7,6,66,54.1,42,7.2,6.6,71.1,1,AlleKe00
4758,Jaylen Waddle,MIA,23,WR,2021,16,16,140,104,74.30%,1015,9.8,6,59,59.3,57,7.3,6.5,63.4,2,WaddJa00
4759,Stefon Diggs,BUF,28,WR,2021,17,17,164,103,62.80%,1225,11.9,10,66,54.9,61,7.5,6.1,72.1,1,DiggSt00
4760,Hunter Renfrow,LVR,26,WR,2021,17,9,128,103,80.50%,1038,10.1,9,51,60.2,54,8.1,6.1,61.1,5,RenfHu00
4761,Chris Godwin,TAM,25,WR,2021,14,14,127,98,77.20%,1103,11.3,5,55,63.8,44,8.7,7,78.8,2,GodwCh00
4762,D.J. Moore,CAR,24,WR,2021,17,17,163,93,57.10%,1157,12.4,4,60,47.9,64,7.1,5.5,68.1,1,MoorD.00
4763,Marquise Brown,BAL,24,WR,2021,16,16,146,91,62.30%,1008,11.1,6,41,45.2,49,6.9,5.7,63,3,BrowMa04
4764,Brandin Cooks,HOU,28,WR,2021,16,16,134,90,67.20%,1037,11.5,6,45,53.7,52,7.7,5.6,64.8,0,CookBr00
4765,Amon-Ra St. Brown,DET,22,WR,2021,17,9,119,90,75.60%,912,10.1,5,48,59.7,37,7.7,5.3,53.6,0,StxxAm00
4766,Michael Pittman Jr.,IND,24,WR,2021,17,17,129,88,68.20%,1082,12.3,6,54,58.9,57,8.4,5.2,63.6,1,PittMi01
4767,Jakobi Meyers,NWE,25,WR,2021,17,16,126,83,65.90%,866,10.4,2,42,52.4,39,6.9,4.9,50.9,1,MeyeJa01
4768,Cole Beasley,BUF,32,WR,2021,16,8,112,82,73.20%,693,8.5,1,34,57.1,29,6.2,5.1,43.3,1,BeasCo00
4769,Ja'Marr Chase,CIN,21,WR,2021,17,17,128,81,63.30%,1455,18,13,56,52.3,82,11.4,4.8,85.6,2,ChasJa00
4770,Darnell Mooney,CHI,24,WR,2021,17,14,140,81,57.90%,1055,13,4,49,45.7,64,7.5,4.8,62.1,0,MoonDa00
4771,CeeDee Lamb,DAL,22,WR,2021,16,13,120,79,65.80%,1102,13.9,6,54,53.3,49,9.2,4.9,68.9,0,LambCe00
4772,Christian Kirk,ARI,25,WR,2021,17,11,103,77,74.80%,982,12.8,5,44,60.2,50,9.5,4.5,57.8,0,KirkCh01
4773,Terry McLaurin,WAS,26,WR,2021,17,17,130,77,59.20%,1053,13.7,5,47,50.8,46,8.1,4.5,61.9,0,McLaTe00
4774,Deebo Samuel,SFO,25,WR,2021,16,15,121,77,63.60%,1405,18.2,6,51,50.4,83,11.6,4.8,87.8,4,SamuDe00
4775,Mike Williams,LAC,27,WR,2021,16,14,129,76,58.90%,1146,15.1,9,51,51.9,72,8.9,4.8,71.6,0,WillMi07
4776,D.K. Metcalf,SEA,24,WR,2021,17,17,129,75,58.10%,967,12.9,12,48,48.1,84,7.5,4.4,56.9,1,MetcDK00
4777,Mike Evans,TAM,28,WR,2021,16,16,114,74,64.90%,1035,14,14,56,59.6,46,9.1,4.6,64.7,0,EvanMi00
4778,Tee Higgins,CIN,22,WR,2021,14,14,110,74,67.30%,1091,14.7,6,53,63.6,54,9.9,5.3,77.9,1,HiggTe00
4779,Marvin Jones,JAX,31,WR,2021,17,16,120,73,60.80%,832,11.4,4,42,53.3,33,6.9,4.3,48.9,0,JoneMa02
4780,Tyler Lockett,SEA,29,WR,2021,16,16,107,73,68.20%,1175,16.1,8,41,53.3,69,11,4.6,73.4,0,LockTy00
4781,Amari Cooper,DAL,27,WR,2021,15,14,104,68,65.40%,865,12.7,8,45,53.8,41,8.3,4.5,57.7,1,CoopAm00
4782,Tyler Boyd,CIN,27,WR,2021,16,10,94,67,71.30%,828,12.4,5,37,53.2,68,8.8,4.2,51.8,1,BoydTy00
4783,Adam Thielen,MIN,31,WR,2021,13,13,95,67,70.50%,726,10.8,10,37,50.5,35,7.6,5.2,55.8,1,ThieAd00
4784,Russell Gage,ATL,25,WR,2021,14,9,94,66,70.20%,770,11.7,4,37,55.3,49,8.2,4.7,55,2,GageRu00
4785,DeVonta Smith,PHI,23,WR,2021,17,16,104,64,61.50%,916,14.3,5,43,54.8,46,8.8,3.8,53.9,1,SmitDe07
4786,A.J. Brown,TEN,24,WR,2021,13,13,105,63,60.00%,869,13.8,5,45,50.5,57,8.3,4.8,66.8,0,BrowAJ00
4787,Laviska Shenault Jr.,JAX,23,WR,2021,16,10,100,63,63.00%,619,9.8,0,30,47,58,6.2,3.9,38.7,1,ShenLa00
4788,Chase Claypool,PIT,23,WR,2021,15,13,105,59,56.20%,860,14.6,2,35,43.8,59,8.2,3.9,57.3,0,ClayCh01
4789,Mecole Hardman,KAN,23,WR,2021,17,8,83,59,71.10%,693,11.7,2,33,60.2,53,8.3,3.5,40.8,3,HardMe00
4790,Courtland Sutton,DEN,26,WR,2021,17,16,98,58,59.20%,776,13.4,2,35,50,55,7.9,3.4,45.6,0,SuttCo00
4791,Brandon Aiyuk,SFO,23,WR,2021,17,16,84,56,66.70%,826,14.8,5,37,60.7,43,9.8,3.3,48.6,2,AiyuBr00
4792,Kendrick Bourne,NWE,26,WR,2021,17,5,70,55,78.60%,800,14.5,5,27,65.7,75,11.4,3.2,47.1,1,BourKe00
4793,A.J. Green,ARI,33,WR,2021,16,9,92,54,58.70%,848,15.7,3,37,53.3,42,9.2,3.4,53,0,GreeA.00
4794,Rondale Moore,ARI,21,WR,2021,14,7,64,54,84.40%,435,8.1,1,18,54.7,77,6.8,3.9,31.1,3,MoorRo02
4795,Robbie Chosen,CAR,28,WR,2021,17,16,110,53,48.20%,519,9.8,5,27,36.4,57,4.7,3.1,30.5,0,AndeRo04
4796,Tim Patrick,DEN,28,WR,2021,16,16,85,53,62.40%,734,13.8,5,39,55.3,44,8.6,3.3,45.9,0,PatrTi00
4797,Jarvis Landry,CLE,29,WR,2021,12,12,87,52,59.80%,570,11,2,30,48.3,38,6.6,4.3,47.5,3,LandJa00
4798,Jamison Crowder,NYJ,28,WR,2021,12,4,71,51,71.80%,447,8.8,2,24,54.9,29,6.3,4.3,37.3,1,CrowJa00
4799,Van Jefferson,LAR,25,WR,2021,17,17,89,50,56.20%,802,16,6,32,52.8,79,9,2.9,47.2,0,JeffVa00
4800,K.J. Osborn,MIN,24,WR,2021,17,9,82,50,61.00%,655,13.1,7,26,46.3,64,8,2.9,38.5,0,OsboKJ00
4801,Kalif Raymond,DET,27,WR,2021,16,14,71,48,67.60%,576,12,4,28,50.7,75,8.1,3,36,0,RaymKa00
4802,Zay Jones,LVR,26,WR,2021,17,9,70,47,67.10%,546,11.6,1,29,55.7,43,7.8,2.8,32.1,1,JoneZa00
4803,Rashod Bateman,BAL,22,WR,2021,12,4,68,46,67.60%,515,11.2,1,29,58.8,36,7.6,3.8,42.9,0,BateRa00
4804,Braxton Berrios,NYJ,26,WR,2021,16,1,65,46,70.80%,431,9.4,2,21,50.8,46,6.6,2.9,26.9,1,BerrBr00
4805,Marquez Callaway,NOR,23,WR,2021,17,11,84,46,54.80%,698,15.2,6,32,46.4,58,8.3,2.7,41.1,0,CallMa01
4806,Cedrick Wilson Jr.,DAL,26,WR,2021,16,4,61,45,73.80%,602,13.4,6,27,60.7,73,9.9,2.8,37.6,3,WilsCe01
4807,Robert Woods,LAR,29,WR,2021,9,9,69,45,65.20%,556,12.4,4,34,59.4,28,8.1,5,61.8,0,WoodRo02
4808,Odell Beckham Jr.,2TM,29,WR,2021,14,13,82,44,53.70%,537,12.2,5,27,48.8,54,6.5,3.1,38.4,0,BeckOd00
4809,J.D. McKissic,WAS,28,WR,2021,11,3,53,43,81.10%,397,9.2,2,15,52.8,56,7.5,3.9,36.1,0,McKiJ.00
4810,Elijah Moore,NYJ,21,WR,2021,11,6,77,43,55.80%,538,12.5,5,24,45.5,62,7,3.9,48.9,0,MoorEl00
4811,Quez Watkins,PHI,23,WR,2021,17,12,62,43,69.40%,647,15,1,25,46.8,91,10.4,2.5,38.1,0,WatkQu00
4812,Antonio Brown,TAM,33,WR,2021,7,3,62,42,67.70%,545,13,4,29,53.2,62,8.8,6,77.9,0,BrowAn04
4813,DeAndre Hopkins,ARI,29,WR,2021,10,10,64,42,65.60%,572,13.6,8,32,59.4,55,8.9,4.2,57.2,0,HopkDe00
4814,Byron Pringle,KAN,28,WR,2021,17,5,60,42,70.00%,568,13.5,5,32,66.7,40,9.5,2.5,33.4,2,PrinBy00
4815,Emmanuel Sanders,BUF,34,WR,2021,14,13,72,42,58.30%,626,14.9,4,31,52.8,41,8.7,3,44.7,0,SandEm00
4816,Adam Humphries,WAS,28,WR,2021,17,11,62,41,66.10%,383,9.3,0,23,43.5,27,6.2,2.4,22.5,0,HumpAd00
4817,Allen Lazard,GNB,26,WR,2021,15,13,60,40,66.70%,513,12.8,8,28,60,42,8.6,2.7,34.2,0,LazaAl00
4818,DeVante Parker,MIA,28,WR,2021,10,8,73,40,54.80%,515,12.9,2,29,50.7,42,7.1,4,51.5,0,ParkDe01
4819,Ray-Ray McCloud,PIT,25,WR,2021,16,5,66,39,59.10%,277,7.1,0,18,34.8,24,4.2,2.4,17.3,4,McClRa00
4820,Kadarius Toney,NYG,22,WR,2021,10,4,57,39,68.40%,420,10.8,0,21,52.6,38,7.4,3.9,42,0,ToneKa00
4821,Jerry Jeudy,DEN,22,WR,2021,10,5,56,38,67.90%,467,12.3,0,22,53.6,40,8.3,3.8,46.7,1,JeudJe00
4822,Zach Pascal,IND,27,WR,2021,16,13,69,38,55.10%,384,10.1,3,16,37.7,41,5.6,2.4,24,1,PascZa00
4823,Allen Robinson,CHI,28,WR,2021,12,11,66,38,57.60%,410,10.8,1,22,47,39,6.2,3.2,34.2,0,RobiAl02
4824,Nick Westbrook-Ikhine,TEN,24,WR,2021,16,7,57,38,66.70%,476,12.5,4,23,54.4,46,8.4,2.4,29.8,1,WestNi00
4825,Nelson Agholor,NWE,28,WR,2021,15,13,64,37,57.80%,473,12.8,3,23,45.3,44,7.4,2.5,31.5,0,AghoNe00
4826,Kenny Golladay,NYG,28,WR,2021,14,14,76,37,48.70%,521,14.1,0,27,44.7,36,6.9,2.6,37.2,0,GollKe00
4827,Deonte Harty,NOR,24,WR,2021,13,1,59,36,61.00%,570,15.8,3,23,50.8,72,9.7,2.8,43.8,2,HarrDe07
4828,Tyler Johnson,TAM,23,WR,2021,17,3,55,36,65.50%,360,10,0,14,43.6,31,6.5,2.1,21.2,0,JohnTy00
4829,Sterling Shepard,NYG,28,WR,2021,7,6,53,36,67.90%,366,10.2,1,19,47.2,37,6.9,5.1,52.3,0,ShepSt00
4830,Dan Arnold,2TM,26,WR,2021,11,4,52,35,67.30%,408,11.7,0,20,55.8,28,7.8,3.2,37.1,1,ArnoDa00
4831,Gabriel Davis,BUF,22,WR,2021,16,4,63,35,55.60%,549,15.7,6,29,47.6,49,8.7,2.2,34.3,0,DaviGa01
4832,Michael Gallup,DAL,25,WR,2021,9,8,62,35,56.50%,445,12.7,2,23,50,41,7.2,3.9,49.4,0,GallMi00
4833,Corey Davis,NYJ,26,WR,2021,9,9,59,34,57.60%,492,14.5,4,23,50.8,53,8.3,3.8,54.7,2,DaviCo03
4834,Bryan Edwards,LVR,23,WR,2021,16,12,59,34,57.60%,571,16.8,3,26,50.8,51,9.7,2.1,35.7,1,EdwaBr01
4835,Donovan Peoples-Jones,CLE,22,WR,2021,14,9,58,34,58.60%,597,17.6,3,26,51.7,60,10.3,2.4,42.6,2,PeopDo00
4836,Nico Collins,HOU,22,WR,2021,14,8,60,33,55.00%,446,13.5,1,22,48.3,32,7.4,2.4,31.9,0,CollNi00
4837,Devin Duvernay,BAL,24,WR,2021,16,7,47,33,70.20%,272,8.2,2,14,46.8,21,5.8,2.1,17,1,DuveDe00
4838,Josh Palmer,LAC,23,WR,2021,17,5,49,33,67.30%,353,10.7,4,18,55.1,36,7.2,1.9,20.8,0,PalmJo00
4839,Jalen Reagor,PHI,22,WR,2021,17,13,57,33,57.90%,299,9.1,2,13,36.8,34,5.2,1.9,17.6,2,ReagJa00
4840,Laquon Treadwell,JAX,26,WR,2021,12,7,51,33,64.70%,434,13.2,1,22,56.9,41,8.5,2.8,36.2,0,TreaLa00
4841,Tre'Quan Smith,NOR,25,WR,2021,11,6,50,32,64.00%,377,11.8,3,18,52,34,7.5,2.9,34.3,1,SmitTr03
4842,Jalen Guyton,LAC,24,WR,2021,16,2,48,31,64.60%,448,14.5,3,21,60.4,59,9.3,1.9,28,1,GuytJa01
4843,Julio Jones,TEN,32,WR,2021,10,10,48,31,64.60%,434,14,1,19,52.1,51,9,3.1,43.4,0,JoneJu02
4844,Calvin Ridley,ATL,27,WR,2021,5,5,52,31,59.60%,281,9.1,2,16,46.2,22,5.4,6.2,56.2,0,RidlCa00
4845,Olamide Zaccheaus,ATL,24,WR,2021,17,8,53,31,58.50%,406,13.1,3,22,49.1,49,7.7,1.8,23.9,0,ZaccOl01
4846,Chester Rogers,TEN,27,WR,2021,16,2,43,30,69.80%,301,10,1,12,44.2,39,7,1.9,18.8,4,RogeCh02
4847,Josh Reynolds,2TM,26,WR,2021,12,5,49,29,59.20%,396,13.7,2,21,53.1,39,8.1,2.4,33,0,ReynJo00
4848,Randall Cobb,GNB,31,WR,2021,12,3,39,28,71.80%,375,13.4,5,21,59,54,9.6,2.3,31.3,1,CobbRa00
4849,Keelan Cole,NYJ,28,WR,2021,15,11,51,28,54.90%,449,16,1,20,49,54,8.8,1.9,29.9,0,ColeKe00
4850,Sammy Watkins,BAL,28,WR,2021,13,9,49,27,55.10%,394,14.6,1,17,46.9,49,8,2.1,30.3,1,WatkSa00
4851,Damiere Byrd,CHI,28,WR,2021,17,4,38,26,68.40%,329,12.7,1,18,57.9,54,8.7,1.5,19.4,1,ByrdDa00
4852,Darius Slayton,NYG,24,WR,2021,13,5,58,26,44.80%,339,13,2,14,31,42,5.8,2,26.1,1,SlayDa01
4853,Marquez Valdes-Scantling,GNB,27,WR,2021,11,7,55,26,47.30%,430,16.5,3,18,38.2,75,7.8,2.4,39.1,0,ValdMa00
4854,Demarcus Robinson,KAN,27,WR,2021,17,10,41,25,61.00%,264,10.6,3,13,43.9,33,6.4,1.5,15.5,0,RobiDe01
4855,Tajae Sharpe,ATL,27,WR,2021,15,7,37,25,67.60%,230,9.2,0,14,48.6,17,6.2,1.7,15.3,0,SharTa00
4856,Freddie Swain,SEA,23,WR,2021,17,8,40,25,62.50%,343,13.7,4,12,40,68,8.6,1.5,20.2,1,SwaiFr00
4857,Albert Wilson,MIA,29,WR,2021,14,5,39,25,64.10%,213,8.5,0,10,41,64,5.5,1.8,15.2,0,WilsAl02
4858,Jamal Agnew,JAX,26,WR,2021,10,2,39,24,61.50%,229,9.5,1,14,48.7,29,5.9,2.4,22.9,1,AgneJa00
4859,Danny Amendola,HOU,36,WR,2021,8,0,38,24,63.20%,248,10.3,3,10,47.4,39,6.5,3,31,1,AmenDa00
4860,Tavon Austin,JAX,31,WR,2021,13,3,37,24,64.90%,213,8.9,1,11,45.9,25,5.8,1.8,16.4,1,AustTa00
4861,DeAndre Carter,WAS,28,WR,2021,17,6,44,24,54.50%,296,12.3,3,17,45.5,26,6.7,1.4,17.4,3,CartDe02
4862,Rashard Higgins,CLE,27,WR,2021,15,4,47,24,51.10%,275,11.5,1,16,46.8,21,5.9,1.6,18.3,0,HiggRa00
4863,Jauan Jennings,SFO,24,WR,2021,16,1,38,24,63.20%,282,11.8,5,15,50,34,7.4,1.5,17.6,1,JennJa00
4864,Henry Ruggs III,LVR,22,WR,2021,7,7,36,24,66.70%,469,19.5,2,16,58.3,61,13,3.4,67,0,RuggHe00
4865,James Washington,PIT,25,WR,2021,15,2,44,24,54.50%,285,11.9,2,9,38.6,42,6.5,1.6,19,0,WashJa00
